question,pattern_id,slots_json
"2023년 AK7903-L의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_dca3dd0cdb28,"{""part_number"": ""AK7903-L"", ""year"": ""2023""}"
"2023년 ALT3800-B0의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_a4eaf1ec5fef,"{""part_number"": ""ALT3800-B0"", ""year"": ""2023""}"
"2023년 ALT6300-C0의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_d815a2348341,"{""part_number"": ""ALT6300-C0"", ""year"": ""2023""}"
"2023년 AM29DL323DT-90WDI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_26a784720731,"{""part_number"": ""AM29DL323DT-90WDI"", ""year"": ""2023""}"
"2023년 AM29LV640DU90RWHIT의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_6f94067130b9,"{""part_number"": ""AM29LV640DU90RWHIT"", ""year"": ""2023""}"
"2023년 AM29LV800BB-120WBC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_6f2721bc8344,"{""part_number"": ""AM29LV800BB-120WBC"", ""year"": ""2023""}"
"2023년 AM29LV800BB-90WBCT의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_bfb66ed96383,"{""part_number"": ""AM29LV800BB-90WBCT"", ""year"": ""2023""}"
"2023년 APA075-FG144의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_24c0cf3060af,"{""part_number"": ""APA075-FG144"", ""year"": ""2023""}"
"2023년 AR2313A-00의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_40cbae688690,"{""part_number"": ""AR2313A-00"", ""year"": ""2023""}"
"2023년 AR9130-BC1E의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_4149553c7fc0,"{""part_number"": ""AR9130-BC1E"", ""year"": ""2023""}"
"2023년 AR9132-BC1E의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_cede5a3168aa,"{""part_number"": ""AR9132-BC1E"", ""year"": ""2023""}"
"2023년 AT24C256-10UI-2.7의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_dbbdcf0e0b4d,"{""part_number"": ""AT24C256-10UI-2.7"", ""year"": ""2023""}"
"2023년 AT24C256U2-10UI-2.7의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_9dba38452c04,"{""part_number"": ""AT24C256U2-10UI-2.7"", ""year"": ""2023""}"
"2023년 AT45DB041B-CU의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_b16d580f8831,"{""part_number"": ""AT45DB041B-CU"", ""year"": ""2023""}"
"2023년 AT49HBV010-90TC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_5c730dd9ff06,"{""part_number"": ""AT49HBV010-90TC"", ""year"": ""2023""}"
"2023년 AT89C5130A-PUTUM의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_c4a153e1e346,"{""part_number"": ""AT89C5130A-PUTUM"", ""year"": ""2023""}"
"2023년 AT91FR40162SB-CI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_0f274557da17,"{""part_number"": ""AT91FR40162SB-CI"", ""year"": ""2023""}"
"2023년 AT91SAM7SE32-CU-999의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_1e85653bf34f,"{""part_number"": ""AT91SAM7SE32-CU-999"", ""year"": ""2023""}"
"2023년 AT91SAM9260의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_2a7b6295a961,"{""part_number"": ""AT91SAM9260"", ""year"": ""2023""}"
"2023년 ATMEGA88PB-MN의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_ad0e5c8c885d,"{""part_number"": ""ATMEGA88PB-MN"", ""year"": ""2023""}"
"2023년 ATXMEGA16D4-MH의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_040beef11534,"{""part_number"": ""ATXMEGA16D4-MH"", ""year"": ""2023""}"
"2023년 AU1000-266MCC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_9512ecc8a87f,"{""part_number"": ""AU1000-266MCC"", ""year"": ""2023""}"
"2023년 AU80586GE025D의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_9999d1547ab1,"{""part_number"": ""AU80586GE025D"", ""year"": ""2023""}"
"2023년 AX1000-2FG676I의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_4a82bed3a732,"{""part_number"": ""AX1000-2FG676I"", ""year"": ""2023""}"
"2023년 BCM1125HA4K600의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_674c4547e08c,"{""part_number"": ""BCM1125HA4K600"", ""year"": ""2023""}"
"2023년 BCM21000A3KPB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_7b9cb83d96cf,"{""part_number"": ""BCM21000A3KPB"", ""year"": ""2023""}"
"2023년 BCM3341A0KPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_99933c714b03,"{""part_number"": ""BCM3341A0KPBG"", ""year"": ""2023""}"
"2023년 BCM3361KPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_d1d907bb5bfc,"{""part_number"": ""BCM3361KPBG"", ""year"": ""2023""}"
"2023년 BCM3378KFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_fbae01657068,"{""part_number"": ""BCM3378KFBG"", ""year"": ""2023""}"
"2023년 BCM3380DKFSBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_20c65c47ee64,"{""part_number"": ""BCM3380DKFSBG"", ""year"": ""2023""}"
"2023년 BCM3390ZKFSBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_89cf274b0de8,"{""part_number"": ""BCM3390ZKFSBG"", ""year"": ""2023""}"
"2023년 BCM3390ZRKFSBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_e76f56dcef5d,"{""part_number"": ""BCM3390ZRKFSBG"", ""year"": ""2023""}"
"2023년 BCM3556FKFSB5G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_eb914d28c678,"{""part_number"": ""BCM3556FKFSB5G"", ""year"": ""2023""}"
"2023년 BCM4752IUB2G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_e06b4818fe14,"{""part_number"": ""BCM4752IUB2G"", ""year"": ""2023""}"
"2023년 BCM5228BA4KPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_bf73d951bc8b,"{""part_number"": ""BCM5228BA4KPBG"", ""year"": ""2023""}"
"2023년 BCM5228FA4KPFG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_cfe376f5573b,"{""part_number"": ""BCM5228FA4KPFG"", ""year"": ""2023""}"
"2023년 BCM5248XA2KFB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_317124e650df,"{""part_number"": ""BCM5248XA2KFB"", ""year"": ""2023""}"
"2023년 BCM5266A0KFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_126b6ccfa496,"{""part_number"": ""BCM5266A0KFBG"", ""year"": ""2023""}"
"2023년 BCM5321MKPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_b5561d25e37b,"{""part_number"": ""BCM5321MKPBG"", ""year"": ""2023""}"
"2023년 BCM5324MKPB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_2244b8e3796e,"{""part_number"": ""BCM5324MKPB"", ""year"": ""2023""}"
"2023년 BCM53312SB0KPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_4e424dcdc21e,"{""part_number"": ""BCM53312SB0KPBG"", ""year"": ""2023""}"
"2023년 BCM5352KPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_c41316d5252b,"{""part_number"": ""BCM5352KPBG"", ""year"": ""2023""}"
"2023년 BCM5354KFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_5d841862ca7a,"{""part_number"": ""BCM5354KFBG"", ""year"": ""2023""}"
"2023년 BCM5387IFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_b7e6f2513ae7,"{""part_number"": ""BCM5387IFBG"", ""year"": ""2023""}"
"2023년 BCM5389IFB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_224cbe567b8d,"{""part_number"": ""BCM5389IFB"", ""year"": ""2023""}"
"2023년 BCM5389KFB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_0ed14f15c525,"{""part_number"": ""BCM5389KFB"", ""year"": ""2023""}"
"2023년 BCM54610KFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_343525a31006,"{""part_number"": ""BCM54610KFBG"", ""year"": ""2023""}"
"2023년 BCM54616SC0KFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_a66a43db511c,"{""part_number"": ""BCM54616SC0KFBG"", ""year"": ""2023""}"
"2023년 BCM54640EB2IFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_310469a5fc04,"{""part_number"": ""BCM54640EB2IFBG"", ""year"": ""2023""}"
"2023년 BCM5464RA1KFB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_c5230753e2ac,"{""part_number"": ""BCM5464RA1KFB"", ""year"": ""2023""}"
"2023년 BCM5464SRA1KFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_2a74c2ac795e,"{""part_number"": ""BCM5464SRA1KFBG"", ""year"": ""2023""}"
"2023년 BCM5481UA2IML의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_4a24718541ab,"{""part_number"": ""BCM5481UA2IML"", ""year"": ""2023""}"
"2023년 BCM5482A1KFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_185dcf7c3905,"{""part_number"": ""BCM5482A1KFBG"", ""year"": ""2023""}"
"2023년 BCM5482SA1KFB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_7d0b02f3a3f0,"{""part_number"": ""BCM5482SA1KFB"", ""year"": ""2023""}"
"2023년 BCM56115A0IFEBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_642bbe182390,"{""part_number"": ""BCM56115A0IFEBG"", ""year"": ""2023""}"
"2023년 BCM5646B0KPB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_51bf7121ad2e,"{""part_number"": ""BCM5646B0KPB"", ""year"": ""2023""}"
"2023년 BCM5650IPB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_e2c4ee4a6da4,"{""part_number"": ""BCM5650IPB"", ""year"": ""2023""}"
"2023년 BCM5650KPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_eb1f1e74f273,"{""part_number"": ""BCM5650KPBG"", ""year"": ""2023""}"
"2023년 BCM5656KPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_fa1a675060f0,"{""part_number"": ""BCM5656KPBG"", ""year"": ""2023""}"
"2023년 BCM5680B2KTB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_3effb35c68ed,"{""part_number"": ""BCM5680B2KTB"", ""year"": ""2023""}"
"2023년 BCM56842LA1IFRBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_f8584fdd6ce1,"{""part_number"": ""BCM56842LA1IFRBG"", ""year"": ""2023""}"
"2023년 BCM5693A2KEBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_9d7c4f43a83a,"{""part_number"": ""BCM5693A2KEBG"", ""year"": ""2023""}"
"2023년 BCM5709SC0KPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_77bdd3fdd74c,"{""part_number"": ""BCM5709SC0KPBG"", ""year"": ""2023""}"
"2023년 BCM5753KFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_7194a569b844,"{""part_number"": ""BCM5753KFBG"", ""year"": ""2023""}"
"2023년 BCM63138DVKFSBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_0e797e4db344,"{""part_number"": ""BCM63138DVKFSBG"", ""year"": ""2023""}"
"2023년 BCM6506IFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_69b4d0648dd5,"{""part_number"": ""BCM6506IFBG"", ""year"": ""2023""}"
"2023년 BCM6512IPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_d46ae26f4cac,"{""part_number"": ""BCM6512IPBG"", ""year"": ""2023""}"
"2023년 BCM6522IPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_021a8e775c63,"{""part_number"": ""BCM6522IPBG"", ""year"": ""2023""}"
"2023년 BCM6550IPB1G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_664cea20612c,"{""part_number"": ""BCM6550IPB1G"", ""year"": ""2023""}"
"2023년 BCM7019ZKFEB03G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_86fde8eef8ee,"{""part_number"": ""BCM7019ZKFEB03G"", ""year"": ""2023""}"
"2023년 BCM7241BRKFEBA01G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_23de2860ae1f,"{""part_number"": ""BCM7241BRKFEBA01G"", ""year"": ""2023""}"
"2023년 BCM7313SKPB8G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_ff29dfec7ed4,"{""part_number"": ""BCM7313SKPB8G"", ""year"": ""2023""}"
"2023년 BCM7401RKPB33G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_363f9a0bac20,"{""part_number"": ""BCM7401RKPB33G"", ""year"": ""2023""}"
"2023년 BCM7405XKFEBB01G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_34767a1fa71a,"{""part_number"": ""BCM7405XKFEBB01G"", ""year"": ""2023""}"
"2023년 BCM74371CUKFEBA1G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_958830101c6f,"{""part_number"": ""BCM74371CUKFEBA1G"", ""year"": ""2023""}"
"2023년 BCM7601YKFEBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_6cac4ae4ebd1,"{""part_number"": ""BCM7601YKFEBG"", ""year"": ""2023""}"
"2023년 BCM8040A2KPBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_abc006dcaf6e,"{""part_number"": ""BCM8040A2KPBG"", ""year"": ""2023""}"
"2023년 BCM8152CIFBG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_ee3cebe198dd,"{""part_number"": ""BCM8152CIFBG"", ""year"": ""2023""}"
"2023년 BCSB5200-3의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_30dc0c816ddd,"{""part_number"": ""BCSB5200-3"", ""year"": ""2023""}"
"2023년 BSZ15DC02KDH의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_35e4c2cb45ae,"{""part_number"": ""BSZ15DC02KDH"", ""year"": ""2023""}"
"2023년 CA91L862A-50CE의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_bb3d0115550b,"{""part_number"": ""CA91L862A-50CE"", ""year"": ""2023""}"
"2023년 CA91L862A-50IL의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_c2996ccfb50d,"{""part_number"": ""CA91L862A-50IL"", ""year"": ""2023""}"
"2023년 CN5010-300BG564I-CP-G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_66fef611da49,"{""part_number"": ""CN5010-300BG564I-CP-G"", ""year"": ""2023""}"
"2023년 CN5020-300BG564-SCP-G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_d3494335dffb,"{""part_number"": ""CN5020-300BG564-SCP-G"", ""year"": ""2023""}"
"2023년 CN5020-400BG564-SCP의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_32d0096596d2,"{""part_number"": ""CN5020-400BG564-SCP"", ""year"": ""2023""}"
"2023년 CN5230C-600BG729-SCP-Y의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_79aadd8ef631,"{""part_number"": ""CN5230C-600BG729-SCP-Y"", ""year"": ""2023""}"
"2023년 CN5230R-600BG729-SCP-Y-G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_6284531ba4dc,"{""part_number"": ""CN5230R-600BG729-SCP-Y-G"", ""year"": ""2023""}"
"2023년 CNW5302-250BG624-SCP-G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_226ceebdec4d,"{""part_number"": ""CNW5302-250BG624-SCP-G"", ""year"": ""2023""}"
"2023년 CS5535-UDCF의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_48fdde36cb16,"{""part_number"": ""CS5535-UDCF"", ""year"": ""2023""}"
"2023년 CS5916AA의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_b3d9d08ccc81,"{""part_number"": ""CS5916AA"", ""year"": ""2023""}"
"2023년 CS61884-IB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_3d083a6f3e1f,"{""part_number"": ""CS61884-IB"", ""year"": ""2023""}"
"2023년 CS6222GY의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_5608ea983a5f,"{""part_number"": ""CS6222GY"", ""year"": ""2023""}"
"2023년 CS82TPCF의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_cdaf3b0f0697,"{""part_number"": ""CS82TPCF"", ""year"": ""2023""}"
"2023년 CS92288-CB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_d45d12f44ec2,"{""part_number"": ""CS92288-CB"", ""year"": ""2023""}"
"2023년 CSD18532Q5B의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_cb8abf994a93,"{""part_number"": ""CSD18532Q5B"", ""year"": ""2023""}"
"2023년 CX25930-31Z의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_d876ed273118,"{""part_number"": ""CX25930-31Z"", ""year"": ""2023""}"
"2023년 CX82310-14의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_a372fe95258f,"{""part_number"": ""CX82310-14"", ""year"": ""2023""}"
"2023년 CX95580-00Z의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_1d068ee9dc10,"{""part_number"": ""CX95580-00Z"", ""year"": ""2023""}"
"2023년 CXD4130GG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_3184f8693f17,"{""part_number"": ""CXD4130GG"", ""year"": ""2023""}"
"2023년 CXD4150AGG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_3416b3888222,"{""part_number"": ""CXD4150AGG"", ""year"": ""2023""}"
"2023년 CXE16KDT-1의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_eac001997e74,"{""part_number"": ""CXE16KDT-1"", ""year"": ""2023""}"
"2023년 CY37256VP256-66BBI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_88f555a5aea9,"{""part_number"": ""CY37256VP256-66BBI"", ""year"": ""2023""}"
"2023년 CY62157DV30LL-55BVXI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_878da36a99c0,"{""part_number"": ""CY62157DV30LL-55BVXI"", ""year"": ""2023""}"
"2023년 CY62157DV30LL-70BVI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_49edb854b8da,"{""part_number"": ""CY62157DV30LL-70BVI"", ""year"": ""2023""}"
"2023년 CY62167DV30LL-55BVXI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_6eb9b832d389,"{""part_number"": ""CY62167DV30LL-55BVXI"", ""year"": ""2023""}"
"2023년 CY62167DV30LL-70BVI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_1a95b28ec5a6,"{""part_number"": ""CY62167DV30LL-70BVI"", ""year"": ""2023""}"
"2023년 CY62167DV30LL-70BVXI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_edb82f0de728,"{""part_number"": ""CY62167DV30LL-70BVXI"", ""year"": ""2023""}"
"2023년 CY7C0831AV-133BXI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_d40d7d2bc223,"{""part_number"": ""CY7C0831AV-133BXI"", ""year"": ""2023""}"
"2023년 CY7C1021BV33L-15BAIT의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_c0fd7bc1b2e5,"{""part_number"": ""CY7C1021BV33L-15BAIT"", ""year"": ""2023""}"
"2023년 CY7C1061DV33-10BVXI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_ef3cbb06cfeb,"{""part_number"": ""CY7C1061DV33-10BVXI"", ""year"": ""2023""}"
"2023년 CY7C1305TV25-167BZC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_2b900e612495,"{""part_number"": ""CY7C1305TV25-167BZC"", ""year"": ""2023""}"
"2023년 CY7C1312BV18-167BZC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_cbb5e59ea85a,"{""part_number"": ""CY7C1312BV18-167BZC"", ""year"": ""2023""}"
"2023년 CY7C1313AV18-250BZC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_de7392b0f105,"{""part_number"": ""CY7C1313AV18-250BZC"", ""year"": ""2023""}"
"2023년 CY7C1314BV18-167BZC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_da4b6835329b,"{""part_number"": ""CY7C1314BV18-167BZC"", ""year"": ""2023""}"
"2023년 CY7C1314CV18-200BZI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_1343ed1cce8d,"{""part_number"": ""CY7C1314CV18-200BZI"", ""year"": ""2023""}"
"2023년 CY7C1318AV18-167BZC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_049d962a52b7,"{""part_number"": ""CY7C1318AV18-167BZC"", ""year"": ""2023""}"
"2023년 CY7C1318KV18-250BZXC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_242dd220efd5,"{""part_number"": ""CY7C1318KV18-250BZXC"", ""year"": ""2023""}"
"2023년 CY7C1320CV18-250BZXC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_2512d37daf6e,"{""part_number"": ""CY7C1320CV18-250BZXC"", ""year"": ""2023""}"
"2023년 CY7C1347G-133BGXC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_16940b817e9f,"{""part_number"": ""CY7C1347G-133BGXC"", ""year"": ""2023""}"
"2023년 CY7C1347G-166BGXCT의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_6d08b97dbc5f,"{""part_number"": ""CY7C1347G-166BGXCT"", ""year"": ""2023""}"
"2023년 CY7C1357C-100BZXC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_707ed3851f96,"{""part_number"": ""CY7C1357C-100BZXC"", ""year"": ""2023""}"
"2023년 CY7C1370DV25-200BZCT의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_fc787d49d2d8,"{""part_number"": ""CY7C1370DV25-200BZCT"", ""year"": ""2023""}"
"2023년 CY7C1393KV18-300BZXC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_99f556e874a0,"{""part_number"": ""CY7C1393KV18-300BZXC"", ""year"": ""2023""}"
"2023년 CY7C1460AV25-167BZCT의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_d5854ec90c78,"{""part_number"": ""CY7C1460AV25-167BZCT"", ""year"": ""2023""}"
"2023년 CY7C1512V18-200BZXC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_4cb9feebb24a,"{""part_number"": ""CY7C1512V18-200BZXC"", ""year"": ""2023""}"
"2023년 CY7C1515KV18-250BZC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_293a50266ca1,"{""part_number"": ""CY7C1515KV18-250BZC"", ""year"": ""2023""}"
"2023년 CY7C1515KV18-300BZXI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_edd4642f82bb,"{""part_number"": ""CY7C1515KV18-300BZXI"", ""year"": ""2023""}"
"2023년 CYDM256B16-55BVXI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_12fe1350bfec,"{""part_number"": ""CYDM256B16-55BVXI"", ""year"": ""2023""}"
"2023년 CYDMX256A16-65BVXI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_9a6d8ca94eea,"{""part_number"": ""CYDMX256A16-65BVXI"", ""year"": ""2023""}"
"2023년 CYP15G0401DXB-BGXI의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_bfe20f28d60a,"{""part_number"": ""CYP15G0401DXB-BGXI"", ""year"": ""2023""}"
"2023년 CYPCY7C1314BV18-250BZXC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_2b9d821a01b4,"{""part_number"": ""CYPCY7C1314BV18-250BZXC"", ""year"": ""2023""}"
"2023년 CYUSB3014-BZXC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_09e2fcd69cab,"{""part_number"": ""CYUSB3014-BZXC"", ""year"": ""2023""}"
"2023년 DL-165의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_e5a8ed2405ac,"{""part_number"": ""DL-165"", ""year"": ""2023""}"
"2023년 DM365ZCE2I의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_d3a2c11d8f02,"{""part_number"": ""DM365ZCE2I"", ""year"": ""2023""}"
"2023년 DN-FE6001DVA0-ES의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_de7203f1ce23,"{""part_number"": ""DN-FE6001DVA0-ES"", ""year"": ""2023""}"
